"","X","date","date_cleaned","year","month","day","day_of_week","match_start_time","match_start_time_cleaned","match_start_hour","match_start_minute","home_team","away_team","stadium","attendance","home_team_league_rank","home_goals","away_team_league_rank","away_goals","home_possessions","away_possessions","home_shots","away_shots","home_on","away_on","home_off","away_off","home_blocked","away_blocked","home_pass","away_pass","home_chances","away_chances","home_corners","away_corners","home_offside","away_offside","home_tackles","away_tackles","home_duels","away_duels","home_saves","away_saves","home_fouls","away_fouls","home_yellow","away_yellow","home_red","away_red","links"
"71",71,"22nd April 2023","2023-04-22",2023,4,22,"Sat","3:00pm","0-01-01 15:00:00",15,0,"crystal-palace","everton","Selhurst Park",25202,11,0,17,0,56.9,43.1,12,10,2,5,5,3,5,2,74.6,67.3,0,0,8,1,1,3,73.3,64.3,41.9,58.1,5,2,12,14,1,1,0,1,"https://www.skysports.com/football/crystal-palace-vs-everton/464949"
"72",72,"22nd April 2023","2023-04-22",2023,4,22,"Sat","3:00pm","0-01-01 15:00:00",15,0,"leicester-city","wolverhampton-wanderers","The King Power Stadium",32053,18,2,13,1,41.8,58.2,15,16,8,3,4,7,3,6,74.2,81.7,1,0,1,7,1,3,54.5,66.7,55.3,44.7,2,5,17,16,1,3,0,0,"https://www.skysports.com/football/leicester-city-vs-wolverhampton-wanderers/464951"
"73",73,"22nd April 2023","2023-04-22",2023,4,22,"Sat","3:00pm","0-01-01 15:00:00",15,0,"liverpool","nottingham-forest","Anfield",53325,5,3,16,2,81.1,18.9,18,11,6,5,7,5,5,1,87.7,52.7,5,1,9,3,2,3,57.1,73.3,57.6,42.4,3,2,9,12,0,1,0,0,"https://www.skysports.com/football/liverpool-vs-nottingham-forest/464952"
"74",74,"21st April 2023","2023-04-21",2023,4,21,"Fri","8:00pm","0-01-01 20:00:00",20,0,"arsenal","southampton","Emirates Stadium",60175,2,3,20,3,74.2,25.8,25,8,6,6,11,1,8,1,86.1,64.6,2,2,7,2,1,2,58.8,68.2,57.7,42.3,3,2,10,14,1,5,0,0,"https://www.skysports.com/football/arsenal-vs-southampton/464945"
"75",75,"17th April 2023","2023-04-17",2023,4,17,"Mon","8:00pm","0-01-01 20:00:00",20,0,"leeds-united","liverpool","Elland Road",36657,19,1,5,6,26.4,73.6,13,13,3,7,7,4,3,2,68.9,89.1,1,4,4,2,1,2,53.8,47.6,52.6,47.4,1,2,6,12,0,1,0,0,"https://www.skysports.com/football/leeds-united-vs-liverpool/464938"
"76",76,"16th April 2023","2023-04-16",2023,4,16,"Sun","2:00pm","0-01-01 14:00:00",14,0,"west-ham-united","arsenal","London Stadium",62475,14,2,2,2,28.5,71.5,16,11,3,5,6,4,7,2,69,87,2,2,7,2,4,1,47.1,69.2,54.8,45.2,3,1,11,8,1,2,0,0,"https://www.skysports.com/football/west-ham-united-vs-arsenal/464943"
"77",77,"16th April 2023","2023-04-16",2023,4,16,"Sun","4:30pm","0-01-01 16:30:00",16,30,"nottingham-forest","manchester-united","The City Ground",29435,16,0,3,2,31.8,68.2,6,22,0,8,4,9,2,5,65.1,82.9,2,4,4,9,1,3,55,83.3,46.4,53.6,5,0,9,9,2,2,0,0,"https://www.skysports.com/football/nottingham-forest-vs-manchester-united/464940"
"78",78,"15th April 2023","2023-04-15",2023,4,15,"Sat","12:30pm","0-01-01 12:30:00",12,30,"aston-villa","newcastle-united","Villa Park",42055,7,3,4,0,52,48,16,8,6,2,6,3,4,3,78.2,78.2,3,1,7,2,1,4,61.1,61.1,42.1,57.9,2,3,13,15,1,1,0,0,"https://www.skysports.com/football/aston-villa-vs-newcastle-united/464935"
"79",79,"15th April 2023","2023-04-15",2023,4,15,"Sat","3:00pm","0-01-01 15:00:00",15,0,"chelsea","brighton-and-hove-albion","Stamford Bridge",40126,12,1,6,2,42.6,57.4,8,26,2,10,5,10,1,6,81.4,85.6,0,1,2,8,1,1,72.2,54.2,52.9,47.1,9,1,11,11,2,2,0,0,"https://www.skysports.com/football/chelsea-vs-brighton-and-hove-albion/464936"
"80",80,"15th April 2023","2023-04-15",2023,4,15,"Sat","3:00pm","0-01-01 15:00:00",15,0,"everton","fulham","Goodison Park",39241,17,1,10,3,46.5,53.5,15,21,7,7,6,9,2,5,74,75.2,3,2,4,8,1,0,71.4,64.7,50,50,4,6,10,6,3,2,0,0,"https://www.skysports.com/football/everton-vs-fulham/464937"
"81",81,"15th April 2023","2023-04-15",2023,4,15,"Sat","3:00pm","0-01-01 15:00:00",15,0,"southampton","crystal-palace","St. Mary's Stadium",30309,20,0,11,2,58.2,41.8,11,10,4,2,4,4,3,4,84.2,75.7,1,0,6,2,3,1,46.7,77.3,58.8,41.2,0,4,6,13,3,1,0,0,"https://www.skysports.com/football/southampton-vs-crystal-palace/464941"
"82",82,"15th April 2023","2023-04-15",2023,4,15,"Sat","3:00pm","0-01-01 15:00:00",15,0,"tottenham-hotspur","bournemouth","Tottenham Hotspur Stadium",61369,8,2,15,3,57.4,42.6,24,9,8,6,8,2,8,1,81.4,76.3,3,2,8,1,1,1,64.7,70.6,67.7,32.3,3,6,8,9,1,3,0,0,"https://www.skysports.com/football/tottenham-hotspur-vs-bournemouth/464942"
"83",83,"15th April 2023","2023-04-15",2023,4,15,"Sat","3:00pm","0-01-01 15:00:00",15,0,"wolverhampton-wanderers","brentford","Molineux",30769,13,2,9,0,50.6,49.4,11,10,9,3,0,3,2,4,79.5,80.7,0,0,5,2,0,1,52.4,47.8,35.5,64.5,3,7,12,8,1,1,0,0,"https://www.skysports.com/football/wolverhampton-wanderers-vs-brentford/464944"
"84",84,"15th April 2023","2023-04-15",2023,4,15,"Sat","5:30pm","0-01-01 17:30:00",17,30,"manchester-city","leicester-city","Etihad Stadium",53329,1,3,18,1,70.6,29.4,12,11,4,4,5,4,3,3,92.2,80.1,1,1,6,2,0,3,54.5,70,31.8,68.2,3,1,8,8,1,1,0,0,"https://www.skysports.com/football/manchester-city-vs-leicester-city/464939"
"85",85,"9th April 2023","2023-04-09",2023,4,9,"Sun","2:00pm","0-01-01 14:00:00",14,0,"leeds-united","crystal-palace","Elland Road",36427,19,1,11,5,48,52,11,16,7,8,4,4,0,4,75.7,74.5,1,5,2,4,2,2,55.9,72.7,41,59,2,7,11,8,3,1,0,0,"https://www.skysports.com/football/leeds-united-vs-crystal-palace/464928"
"86",86,"9th April 2023","2023-04-09",2023,4,9,"Sun","4:30pm","0-01-01 16:30:00",16,30,"liverpool","arsenal","Anfield",53267,5,2,2,2,59,41,21,9,6,5,10,2,5,2,82.3,76.6,6,2,5,4,2,2,54.5,52.4,51.9,48.1,3,4,11,11,4,4,0,0,"https://www.skysports.com/football/liverpool-vs-arsenal/464930"
"87",87,"8th April 2023","2023-04-08",2023,4,8,"Sat","12:30pm","0-01-01 12:30:00",12,30,"manchester-united","everton","Old Trafford",73509,3,2,17,0,63.8,36.2,29,15,11,1,10,6,8,8,87.1,71.3,5,1,10,4,3,2,60,66.7,50,50,1,9,10,9,0,0,0,0,"https://www.skysports.com/football/manchester-united-vs-everton/464931"
"88",88,"8th April 2023","2023-04-08",2023,4,8,"Sat","3:00pm","0-01-01 15:00:00",15,0,"aston-villa","nottingham-forest","Villa Park",42076,7,2,16,0,65.3,34.7,8,6,3,2,4,1,1,3,85.7,65.6,1,0,1,8,1,7,66.7,64.7,44,56,2,1,7,17,3,4,0,0,"https://www.skysports.com/football/aston-villa-vs-nottingham-forest/464925"
"89",89,"8th April 2023","2023-04-08",2023,4,8,"Sat","3:00pm","0-01-01 15:00:00",15,0,"brentford","newcastle-united","Gtech Community Stadium",17107,9,1,4,2,41,59,12,10,6,4,4,4,2,2,75.5,82.6,0,1,6,5,2,2,87.5,52.6,53.3,46.7,3,5,10,15,0,2,0,0,"https://www.skysports.com/football/brentford-vs-newcastle-united/464926"
"90",90,"8th April 2023","2023-04-08",2023,4,8,"Sat","3:00pm","0-01-01 15:00:00",15,0,"fulham","west-ham-united","Craven Cottage",24491,10,0,14,1,76.6,23.4,16,9,3,5,2,4,11,0,88.2,62.2,1,1,11,4,0,2,52.9,35.3,38.5,61.5,5,3,10,12,1,1,0,0,"https://www.skysports.com/football/fulham-vs-west-ham-united/464927"
"91",91,"8th April 2023","2023-04-08",2023,4,8,"Sat","3:00pm","0-01-01 15:00:00",15,0,"leicester-city","bournemouth","The King Power Stadium",32094,18,0,15,1,50.8,49.2,14,19,4,7,8,2,2,10,75.4,78.7,1,1,6,6,3,2,42.1,62.5,47.4,52.6,6,4,10,13,0,3,0,0,"https://www.skysports.com/football/leicester-city-vs-bournemouth/464929"
"92",92,"8th April 2023","2023-04-08",2023,4,8,"Sat","3:00pm","0-01-01 15:00:00",15,0,"tottenham-hotspur","brighton-and-hove-albion","Tottenham Hotspur Stadium",61405,8,2,6,1,35.2,64.8,9,17,3,4,4,5,2,8,77.3,87.1,0,2,3,7,2,1,58.8,44.4,33.3,66.7,3,1,15,15,3,1,0,0,"https://www.skysports.com/football/tottenham-hotspur-vs-brighton-and-hove-albion/464933"
"93",93,"8th April 2023","2023-04-08",2023,4,8,"Sat","3:00pm","0-01-01 15:00:00",15,0,"wolverhampton-wanderers","chelsea","Molineux",31614,13,1,12,0,37.6,62.4,9,13,4,1,3,4,2,8,74.5,83.6,0,0,8,8,2,1,59.1,55.6,36,64,1,3,14,10,2,5,0,0,"https://www.skysports.com/football/wolverhampton-wanderers-vs-chelsea/464934"
"94",94,"8th April 2023","2023-04-08",2023,4,8,"Sat","5:30pm","0-01-01 17:30:00",17,30,"southampton","manchester-city","St. Mary's Stadium",30963,20,1,1,4,27.2,72.8,4,13,1,8,2,2,1,3,75.3,89.2,1,3,0,10,0,2,81.8,77.8,35,65,4,0,6,10,0,2,0,0,"https://www.skysports.com/football/southampton-vs-manchester-city/464932"
"95",95,"5th April 2023","2023-04-05",2023,4,5,"Wed","8:00pm","0-01-01 20:00:00",20,0,"manchester-united","brentford","Old Trafford",73309,3,1,9,0,64.7,35.3,18,6,3,1,8,4,7,1,85.7,76.1,1,1,12,3,2,1,73.3,72.2,57.5,42.5,1,2,9,13,3,2,0,0,"https://www.skysports.com/football/manchester-united-vs-brentford/464881"
"96",96,"5th April 2023","2023-04-05",2023,4,5,"Wed","8:00pm","0-01-01 20:00:00",20,0,"west-ham-united","newcastle-united","London Stadium",62470,14,1,4,5,42,58,7,15,2,8,3,5,2,2,73.6,80.7,1,4,7,6,0,0,38.5,58.3,38.7,61.3,2,1,11,12,2,1,0,0,"https://www.skysports.com/football/west-ham-united-vs-newcastle-united/464704"
"97",97,"4th April 2023","2023-04-04",2023,4,4,"Tue","7:45pm","0-01-01 19:45:00",19,45,"bournemouth","brighton-and-hove-albion","Vitality Stadium",10266,15,0,6,2,36.7,63.3,14,16,3,6,6,9,5,1,78.2,87.1,1,3,5,5,1,0,44.4,52.9,46.2,53.8,4,3,11,5,1,1,0,0,"https://www.skysports.com/football/bournemouth-vs-brighton-and-hove-albion/464696"
"98",98,"4th April 2023","2023-04-04",2023,4,4,"Tue","7:45pm","0-01-01 19:45:00",19,45,"leeds-united","nottingham-forest","Elland Road",36740,19,2,16,1,62.4,37.6,21,13,6,1,6,4,9,8,81.2,66.9,1,0,11,4,3,3,60,27.8,60.5,39.5,0,4,11,13,1,4,0,0,"https://www.skysports.com/football/leeds-united-vs-nottingham-forest/464699"
"99",99,"4th April 2023","2023-04-04",2023,4,4,"Tue","7:45pm","0-01-01 19:45:00",19,45,"leicester-city","aston-villa","The King Power Stadium",32087,18,1,7,2,35.9,64.1,9,15,4,5,4,5,1,5,74.5,88.2,2,1,4,8,2,1,68.4,42.9,37.5,62.5,3,3,10,14,2,0,1,0,"https://www.skysports.com/football/leicester-city-vs-aston-villa/464700"
"100",100,"4th April 2023","2023-04-04",2023,4,4,"Tue","8:00pm","0-01-01 20:00:00",20,0,"chelsea","liverpool","Stamford Bridge",40093,12,0,5,0,49.6,50.4,12,7,3,4,7,0,2,3,83.7,83.6,3,0,3,5,4,3,75,53.8,44.4,55.6,3,2,6,17,1,4,0,0,"https://www.skysports.com/football/chelsea-vs-liverpool/464708"
"101",101,"3rd April 2023","2023-04-03",2023,4,3,"Mon","8:00pm","0-01-01 20:00:00",20,0,"everton","tottenham-hotspur","Goodison Park",39294,17,1,8,1,39.3,60.7,15,8,6,2,5,5,4,1,80.4,84.2,1,1,3,3,1,3,65.2,57.1,46.4,53.6,0,5,10,14,0,3,1,1,"https://www.skysports.com/football/everton-vs-tottenham-hotspur/464920"
"102",102,"2nd April 2023","2023-04-02",2023,4,2,"Sun","2:00pm","0-01-01 14:00:00",14,0,"west-ham-united","southampton","London Stadium",62465,14,1,20,0,43,57,12,9,2,3,7,4,3,2,73.4,83.6,2,0,5,3,1,1,67.9,57.7,38.7,61.3,3,2,10,11,0,2,0,0,"https://www.skysports.com/football/west-ham-united-vs-southampton/464924"
"103",103,"2nd April 2023","2023-04-02",2023,4,2,"Sun","4:30pm","0-01-01 16:30:00",16,30,"newcastle-united","manchester-united","St James' Park, Newcastle",52268,4,2,3,0,45.7,54.3,22,6,6,1,9,3,7,2,77,81.1,3,0,7,4,1,0,68.2,66.7,63.6,36.4,1,4,8,12,0,0,0,0,"https://www.skysports.com/football/newcastle-united-vs-manchester-united/464922"
"104",104,"1st April 2023","2023-04-01",2023,4,1,"Sat","12:30pm","0-01-01 12:30:00",12,30,"manchester-city","liverpool","Etihad Stadium",52877,1,4,5,1,68.1,31.9,17,4,8,1,3,0,6,3,91.9,82.3,3,0,7,1,3,5,0,66.7,12.5,87.5,0,4,9,12,1,1,0,0,"https://www.skysports.com/football/manchester-city-vs-liverpool/464921"
"105",105,"1st April 2023","2023-04-01",2023,4,1,"Sat","3:00pm","0-01-01 15:00:00",15,0,"arsenal","leeds-united","Emirates Stadium",60283,2,4,19,1,67.1,32.9,13,7,6,5,2,1,5,1,85.5,71.7,5,0,4,3,5,1,60,57.1,62.5,37.5,4,1,11,13,0,2,0,0,"https://www.skysports.com/football/arsenal-vs-leeds-united/464915"
"106",106,"1st April 2023","2023-04-01",2023,4,1,"Sat","3:00pm","0-01-01 15:00:00",15,0,"bournemouth","fulham","Vitality Stadium",10305,15,2,10,1,42.7,57.3,12,10,7,2,3,6,2,2,76.6,85.5,2,0,4,3,1,1,76.5,57.9,52.2,47.8,1,4,15,13,1,4,0,0,"https://www.skysports.com/football/bournemouth-vs-fulham/464916"
"107",107,"1st April 2023","2023-04-01",2023,4,1,"Sat","3:00pm","0-01-01 15:00:00",15,0,"brighton-and-hove-albion","brentford","Amex Stadium",31493,6,3,9,3,72.2,27.8,33,7,15,5,8,1,10,1,87.1,66.1,4,2,14,0,2,2,66.7,43.8,61.5,38.5,2,11,16,10,2,1,0,0,"https://www.skysports.com/football/brighton-and-hove-albion-vs-brentford/464917"
"108",108,"1st April 2023","2023-04-01",2023,4,1,"Sat","3:00pm","0-01-01 15:00:00",15,0,"crystal-palace","leicester-city","Selhurst Park",25143,11,2,18,1,51,49,31,3,9,2,8,0,14,1,80,77.5,2,0,10,1,1,2,66.7,50,46.9,53.1,1,8,12,16,3,4,0,0,"https://www.skysports.com/football/crystal-palace-vs-leicester-city/464919"
"109",109,"1st April 2023","2023-04-01",2023,4,1,"Sat","3:00pm","0-01-01 15:00:00",15,0,"nottingham-forest","wolverhampton-wanderers","The City Ground",29368,16,1,13,1,27.6,72.4,17,8,7,1,7,3,3,4,68.9,85.1,0,0,4,3,2,0,53.3,42.9,51.5,48.5,0,6,14,13,3,5,0,0,"https://www.skysports.com/football/nottingham-forest-vs-wolverhampton-wanderers/464923"
"110",110,"1st April 2023","2023-04-01",2023,4,1,"Sat","5:30pm","0-01-01 17:30:00",17,30,"chelsea","aston-villa","Stamford Bridge",40082,12,0,7,2,69,31,27,5,8,2,15,3,4,0,90.5,75.1,2,1,13,2,2,0,72.2,58.3,45.8,54.2,0,7,14,16,3,3,0,0,"https://www.skysports.com/football/chelsea-vs-aston-villa/464918"
"111",111,"19th March 2023","2023-03-19",2023,3,19,"Sun","2:00pm","0-01-01 14:00:00",14,0,"arsenal","crystal-palace","Emirates Stadium",60247,2,4,11,1,62.2,37.8,15,9,5,5,5,1,5,3,86.7,77.9,1,1,5,4,2,2,60,55.6,62.1,37.9,4,1,8,10,0,1,0,0,"https://www.skysports.com/football/arsenal-vs-crystal-palace/464905"
"112",112,"18th March 2023","2023-03-18",2023,3,18,"Sat","3:00pm","0-01-01 15:00:00",15,0,"aston-villa","bournemouth","Villa Park",41021,7,3,15,0,55.8,44.2,20,10,9,3,3,4,8,3,85.2,84,5,0,9,6,0,2,62.5,75,43.8,56.3,3,6,8,13,1,4,0,0,"https://www.skysports.com/football/aston-villa-vs-bournemouth/464906"
"113",113,"18th March 2023","2023-03-18",2023,3,18,"Sat","3:00pm","0-01-01 15:00:00",15,0,"brentford","leicester-city","Gtech Community Stadium",17006,9,1,18,1,52.9,47.1,11,14,2,1,2,6,7,7,77.3,80.1,0,1,8,4,1,3,77.3,41.7,51.6,48.4,0,1,10,11,1,2,1,0,"https://www.skysports.com/football/brentford-vs-leicester-city/464907"
"114",114,"18th March 2023","2023-03-18",2023,3,18,"Sat","3:00pm","0-01-01 15:00:00",15,0,"southampton","tottenham-hotspur","St. Mary's Stadium",30157,20,3,8,3,50.4,49.6,19,17,7,3,7,9,5,5,84.9,83.8,2,2,10,3,2,1,76.9,68.4,41.7,58.3,0,4,13,8,1,1,0,0,"https://www.skysports.com/football/southampton-vs-tottenham-hotspur/464913"
"115",115,"18th March 2023","2023-03-18",2023,3,18,"Sat","3:00pm","0-01-01 15:00:00",15,0,"wolverhampton-wanderers","leeds-united","Molineux",31570,13,2,19,4,65.9,34.1,23,11,8,4,9,5,6,2,83.1,67.7,4,2,5,4,2,0,71.4,66.7,59.3,40.7,0,6,15,9,3,5,2,0,"https://www.skysports.com/football/wolverhampton-wanderers-vs-leeds-united/464914"
"116",116,"18th March 2023","2023-03-18",2023,3,18,"Sat","5:30pm","0-01-01 17:30:00",17,30,"chelsea","everton","Stamford Bridge",40025,12,2,17,2,68.9,31.1,20,12,7,3,3,4,10,5,83.9,67.1,0,3,8,2,2,1,73.3,65,67.9,32.1,1,5,8,12,2,2,0,0,"https://www.skysports.com/football/chelsea-vs-everton/464909"
"117",117,"17th March 2023","2023-03-17",2023,3,17,"Fri","8:00pm","0-01-01 20:00:00",20,0,"nottingham-forest","newcastle-united","The City Ground",29362,16,1,4,2,38.4,61.6,5,15,3,4,2,5,0,6,67.4,79.7,0,2,3,7,1,1,75,73.3,34.2,65.8,2,2,17,9,5,1,0,0,"https://www.skysports.com/football/nottingham-forest-vs-newcastle-united/464912"
"118",118,"15th March 2023","2023-03-15",2023,3,15,"Wed","7:30pm","0-01-01 19:30:00",19,30,"brighton-and-hove-albion","crystal-palace","Amex Stadium",30933,6,1,11,0,57.1,42.9,11,11,5,3,5,6,1,2,84.3,80.2,0,2,1,4,2,0,55,73.3,76.9,23.1,3,4,13,20,1,2,0,0,"https://www.skysports.com/football/brighton-and-hove-albion-vs-crystal-palace/464707"
"119",119,"15th March 2023","2023-03-15",2023,3,15,"Wed","7:30pm","0-01-01 19:30:00",19,30,"southampton","brentford","St. Mary's Stadium",30438,20,0,9,2,66.4,33.6,7,11,1,5,3,2,3,4,82.4,64.4,0,3,3,3,1,1,37.5,55,41.5,58.5,2,0,14,10,1,2,0,0,"https://www.skysports.com/football/southampton-vs-brentford/464703"
"120",120,"12th March 2023","2023-03-12",2023,3,12,"Sun","2:00pm","0-01-01 14:00:00",14,0,"fulham","arsenal","Craven Cottage",24426,10,0,2,3,44.7,55.3,12,15,2,7,6,3,4,5,82.7,86.5,0,4,4,8,2,2,57.1,70,59.3,40.7,4,2,10,9,0,1,0,0,"https://www.skysports.com/football/fulham-vs-arsenal/464898"
"121",121,"12th March 2023","2023-03-12",2023,3,12,"Sun","2:00pm","0-01-01 14:00:00",14,0,"manchester-united","southampton","Old Trafford",73439,3,0,20,0,46.7,53.3,10,17,4,4,3,4,3,9,78,84.5,2,1,7,8,0,2,43.5,78.6,68.8,31.3,4,4,12,9,2,0,1,0,"https://www.skysports.com/football/manchester-united-vs-southampton/464901"
"122",122,"12th March 2023","2023-03-12",2023,3,12,"Sun","2:00pm","0-01-01 14:00:00",14,0,"west-ham-united","aston-villa","London Stadium",62472,14,1,7,1,40.8,59.2,17,12,6,4,8,4,3,4,82.4,87,2,3,13,2,6,1,55.6,66.7,60,40,3,4,9,6,1,0,0,0,"https://www.skysports.com/football/west-ham-united-vs-aston-villa/464904"
"123",123,"12th March 2023","2023-03-12",2023,3,12,"Sun","4:30pm","0-01-01 16:30:00",16,30,"newcastle-united","wolverhampton-wanderers","St James' Park, Newcastle",52240,4,2,13,1,42.1,57.9,19,7,8,4,3,3,8,0,78.8,81.2,3,0,10,3,0,0,46.2,60,52.2,47.8,3,6,11,10,1,2,0,0,"https://www.skysports.com/football/newcastle-united-vs-wolverhampton-wanderers/464902"
"124",124,"11th March 2023","2023-03-11",2023,3,11,"Sat","12:30pm","0-01-01 12:30:00",12,30,"bournemouth","liverpool","Vitality Stadium",10536,15,1,5,0,30.7,69.3,5,15,2,6,3,8,0,1,65.5,83.4,2,3,3,8,2,4,63.6,68.2,54.8,45.2,5,1,7,9,2,1,0,0,"https://www.skysports.com/football/bournemouth-vs-liverpool/464895"
"125",125,"11th March 2023","2023-03-11",2023,3,11,"Sat","3:00pm","0-01-01 15:00:00",15,0,"everton","brentford","Goodison Park",39036,17,1,9,0,33.3,66.7,13,12,6,4,6,6,1,2,62.6,77.4,1,3,5,8,3,1,56,81.8,43.9,56.1,3,5,11,12,2,1,0,0,"https://www.skysports.com/football/everton-vs-brentford/464897"
"126",126,"11th March 2023","2023-03-11",2023,3,11,"Sat","3:00pm","0-01-01 15:00:00",15,0,"leeds-united","brighton-and-hove-albion","Elland Road",36471,19,2,6,2,38,62,12,15,4,3,3,8,5,4,82,86.1,0,2,4,7,3,3,71.4,54.2,29.4,70.6,2,2,12,9,1,1,0,0,"https://www.skysports.com/football/leeds-united-vs-brighton-and-hove-albion/464899"
"127",127,"11th March 2023","2023-03-11",2023,3,11,"Sat","3:00pm","0-01-01 15:00:00",15,0,"leicester-city","chelsea","The King Power Stadium",32170,18,1,12,3,48.4,51.6,17,12,7,6,4,3,6,3,83,84.4,3,2,2,5,0,4,73.3,58.3,65.5,34.5,3,5,10,11,1,2,1,0,"https://www.skysports.com/football/leicester-city-vs-chelsea/464900"
"128",128,"11th March 2023","2023-03-11",2023,3,11,"Sat","3:00pm","0-01-01 15:00:00",15,0,"tottenham-hotspur","nottingham-forest","Tottenham Hotspur Stadium",61460,8,3,16,1,55.2,44.8,15,9,7,5,3,2,5,2,87.1,81.3,0,1,2,10,1,1,60,87.5,60.7,39.3,4,4,13,13,3,1,0,0,"https://www.skysports.com/football/tottenham-hotspur-vs-nottingham-forest/464903"
"129",129,"11th March 2023","2023-03-11",2023,3,11,"Sat","5:30pm","0-01-01 17:30:00",17,30,"crystal-palace","manchester-city","Selhurst Park",25844,11,0,1,1,32.2,67.8,4,14,0,4,0,5,4,5,75.2,87.3,0,2,2,6,3,2,72.7,50,42.9,57.1,3,0,11,17,2,2,0,0,"https://www.skysports.com/football/crystal-palace-vs-manchester-city/464896"
"130",130,"6th March 2023","2023-03-06",2023,3,6,"Mon","8:00pm","0-01-01 20:00:00",20,0,"brentford","fulham","Gtech Community Stadium",17025,9,3,10,2,36.2,63.8,14,9,6,5,7,4,1,0,66.8,82.8,3,0,2,3,3,1,68.2,58.3,69.2,30.8,3,3,12,17,0,3,0,0,"https://www.skysports.com/football/brentford-vs-fulham/464887"
"131",131,"5th March 2023","2023-03-05",2023,3,5,"Sun","2:00pm","0-01-01 14:00:00",14,0,"nottingham-forest","everton","The City Ground",29353,16,2,17,2,57.1,42.9,10,10,4,3,2,2,4,5,76.7,66.5,0,2,3,3,0,0,70.8,61.9,41.2,58.8,1,2,11,17,3,5,0,0,"https://www.skysports.com/football/nottingham-forest-vs-everton/464892"
"132",132,"5th March 2023","2023-03-05",2023,3,5,"Sun","4:30pm","0-01-01 16:30:00",16,30,"liverpool","manchester-united","Anfield",53001,5,7,3,0,59.6,40.4,18,8,8,4,5,3,5,1,78,71,6,2,4,3,0,4,82.4,66.7,42.9,57.1,4,1,13,14,2,3,0,0,"https://www.skysports.com/football/liverpool-vs-manchester-united/464890"
"133",133,"4th March 2023","2023-03-04",2023,3,4,"Sat","12:30pm","0-01-01 12:30:00",12,30,"manchester-city","newcastle-united","Etihad Stadium",53419,1,2,4,0,56.3,43.7,11,5,3,2,6,1,2,2,86.5,80.7,2,1,8,4,0,1,46.2,63.6,56.3,43.8,2,1,8,13,2,4,0,0,"https://www.skysports.com/football/manchester-city-vs-newcastle-united/464891"
"134",134,"4th March 2023","2023-03-04",2023,3,4,"Sat","3:00pm","0-01-01 15:00:00",15,0,"arsenal","bournemouth","Emirates Stadium",60222,2,3,15,2,80.1,19.9,31,4,9,4,10,0,12,0,88.6,57.6,1,2,17,1,0,0,58.8,75,55.9,44.1,2,6,6,8,0,2,0,0,"https://www.skysports.com/football/arsenal-vs-bournemouth/464885"
"135",135,"4th March 2023","2023-03-04",2023,3,4,"Sat","3:00pm","0-01-01 15:00:00",15,0,"aston-villa","crystal-palace","Villa Park",41893,7,1,11,0,58.1,41.9,8,3,1,0,4,2,3,1,87.8,83.8,1,0,2,4,0,5,61.5,59.1,66.7,33.3,0,1,14,17,2,3,0,1,"https://www.skysports.com/football/aston-villa-vs-crystal-palace/464886"
"136",136,"4th March 2023","2023-03-04",2023,3,4,"Sat","3:00pm","0-01-01 15:00:00",15,0,"brighton-and-hove-albion","west-ham-united","Amex Stadium",31523,6,4,14,0,65.8,34.2,20,3,9,2,7,0,4,1,90.5,78.8,2,0,7,3,0,0,50,45.5,57.1,42.9,2,5,6,8,0,3,0,0,"https://www.skysports.com/football/brighton-and-hove-albion-vs-west-ham-united/464888"
"137",137,"4th March 2023","2023-03-04",2023,3,4,"Sat","3:00pm","0-01-01 15:00:00",15,0,"chelsea","leeds-united","Stamford Bridge",39905,12,1,19,0,57.2,42.8,13,11,3,2,8,6,2,3,87.6,79.3,3,0,5,7,2,2,65.4,65.2,46.7,53.3,2,2,11,7,2,0,0,0,"https://www.skysports.com/football/chelsea-vs-leeds-united/464889"
"138",138,"4th March 2023","2023-03-04",2023,3,4,"Sat","3:00pm","0-01-01 15:00:00",15,0,"wolverhampton-wanderers","tottenham-hotspur","Molineux",31585,13,1,8,0,46.5,53.5,8,21,5,6,3,6,0,9,81.5,85.8,2,2,4,8,3,1,50,60,47.4,52.6,6,4,11,18,1,1,0,0,"https://www.skysports.com/football/wolverhampton-wanderers-vs-tottenham-hotspur/464894"
"139",139,"4th March 2023","2023-03-04",2023,3,4,"Sat","5:30pm","0-01-01 17:30:00",17,30,"southampton","leicester-city","St. Mary's Stadium",30139,20,1,18,0,34.9,65.1,11,11,5,0,2,7,4,4,68.8,79,0,3,3,4,4,2,42.9,63.6,31.6,68.4,0,4,12,11,4,2,0,0,"https://www.skysports.com/football/southampton-vs-leicester-city/464893"
"140",140,"1st March 2023","2023-03-01",2023,3,1,"Wed","7:45pm","0-01-01 19:45:00",19,45,"arsenal","everton","Emirates Stadium",60213,2,4,17,0,73.1,26.9,15,8,5,5,5,2,5,1,87.6,67.5,4,1,5,1,4,2,100,66.7,42.3,57.7,5,1,5,12,0,2,0,0,"https://www.skysports.com/football/arsenal-vs-everton/464695"
